p5.js:59193 p5 had problems creating the global function "shuffle", possibly because your code is already using that name as a variable. You may want to rename your variable to something else.
build.js:55 NONE 0.15 550 0.35 0.95 250
insert-link-icons.js:181 [Violation] Added synchronous DOM mutation listener to a 'DOMNodeInserted' event. Consider using MutationObserver to make the page more responsive.
setupListener @ insert-link-icons.js:181
main_content_script @ insert-link-icons.js:195
(anonymous) @ insert-link-icons.js:27
build.js:110 1107 204 17
build.js:110 1108 204 17
build.js:110 1109 205 16
build.js:110 1110 205 16
build.js:110 1111 205 16
build.js:110 1112 205 16
build.js:110 1113 206 14
build.js:110 1114 206 15
build.js:110 1115 205 14
build.js:110 1116 204 14
build.js:110 1117 204 14
build.js:110 1118 203 15
build.js:110 1119 202 15
build.js:110 1120 202 15
build.js:110 1121 202 15
build.js:110 1122 202 15
build.js:110 1123 200 15
build.js:110 1124 200 15
build.js:110 1125 200 15
build.js:110 1126 200 15
build.js:110 1127 198 14
build.js:110 1128 198 14
build.js:110 1129 197 14
build.js:110 1130 196 13
build.js:110 1131 195 13
build.js:110 1132 196 12
build.js:110 1133 196 11
build.js:110 1134 196 11
build.js:110 1135 191 10
build.js:110 1136 192 9
build.js:110 1137 192 9
build.js:110 1138 192 10
build.js:110 1139 192 10
build.js:110 1140 190 9
build.js:110 1141 190 9
build.js:110 1142 190 9
build.js:110 1143 190 9
build.js:110 1144 191 8
build.js:110 1145 191 7
build.js:110 1146 191 7
build.js:110 1147 191 7
build.js:110 1148 191 7
build.js:110 1149 190 7
build.js:110 1150 191 6
build.js:110 1151 191 6
build.js:110 1152 190 6
build.js:110 1153 190 6
build.js:110 1154 190 6
build.js:110 1155 190 6
build.js:110 1156 189 6
build.js:110 1157 190 5
build.js:110 1158 190 4
build.js:110 1159 190 4
build.js:110 1160 190 4
build.js:110 1161 190 4
build.js:110 1162 190 4
build.js:110 1163 190 4
build.js:110 1164 190 4
build.js:110 1165 187 4
build.js:110 1166 186 4
build.js:110 1167 186 4
build.js:110 1168 186 4
build.js:110 1169 186 4
build.js:110 1170 185 5
build.js:110 1171 185 5
build.js:110 1172 185 5
build.js:110 1173 185 5
build.js:110 1174 185 5
build.js:110 1175 185 5
build.js:110 1176 185 5
build.js:110 1177 185 5
build.js:110 1178 184 4
build.js:110 1179 184 4
build.js:110 1180 184 4
build.js:110 1181 184 3
build.js:110 1182 183 3
build.js:110 1183 183 2
build.js:110 1184 183 2
build.js:110 1185 183 2
build.js:110 1186 183 2
build.js:110 1187 182 2
build.js:110 1188 182 2
build.js:110 1189 182 2
build.js:110 1190 182 2
build.js:110 1191 182 2
build.js:110 1192 180 2
build.js:110 1193 179 2
build.js:110 1194 179 2
build.js:110 1195 179 2
build.js:110 1196 178 2
build.js:110 1197 178 1
build.js:110 1198 178 1
build.js:110 1199 177 1
build.js:110 1200 177 1
build.js:110 1201 177 1
build.js:110 1202 177 1
build.js:110 1203 177 1
build.js:110 1204 175 1
build.js:110 1205 174 1
build.js:110 1206 174 1
build.js:110 1207 173 1
build.js:110 1208 172 1
build.js:110 1209 172 1
build.js:110 1210 172 1
build.js:110 1211 172 1
build.js:110 1212 171 1
build.js:110 1213 171 1
build.js:110 1214 171 1
build.js:110 1215 168 1
build.js:110 1216 167 1
build.js:110 1217 166 1
build.js:110 1218 165 1
build.js:110 1219 163 1
build.js:110 1220 163 1
build.js:110 1221 162 1
build.js:110 1222 162 1
build.js:110 1223 162 1
build.js:110 1224 161 1
build.js:110 1225 161 1
build.js:110 1226 161 1
build.js:110 1227 161 1
build.js:110 1228 161 1
build.js:110 1229 161 1
build.js:110 1230 161 1
build.js:110 1231 160 1
build.js:110 1232 160 0
build.js:113 Uncaught Error: Something went badly wrong!
    at draw (build.js:113)
    at p5._main.default.redraw (p5.js:65953)
    at _draw (p5.js:58869)
draw @ build.js:113
_main.default.redraw @ p5.js:65953
_draw @ p5.js:58869
requestAnimationFrame (async)
_draw @ p5.js:58892
requestAnimationFrame (async)
_draw @ p5.js:58892
requestAnimationFrame (async)
_draw @ p5.js:58892
requestAnimationFrame (async)
_draw @ p5.js:58892
requestAnimationFrame (async)
_draw @ p5.js:58892
requestAnimationFrame (async)
_draw @ p5.js:58892
requestAnimationFrame (async)
_draw @ p5.js:58892
requestAnimationFrame (async)
_draw @ p5.js:58892
requestAnimationFrame (async)
_draw @ p5.js:58892
requestAnimationFrame (async)
_draw @ p5.js:58892
requestAnimationFrame (async)
_draw @ p5.js:58892
requestAnimationFrame (async)
_draw @ p5.js:58892
requestAnimationFrame (async)
_draw @ p5.js:58892
requestAnimationFrame (async)
_draw @ p5.js:58892
requestAnimationFrame (async)
_draw @ p5.js:58892
requestAnimationFrame (async)
_draw @ p5.js:58892
requestAnimationFrame (async)
_draw @ p5.js:58892
requestAnimationFrame (async)
_draw @ p5.js:58892
requestAnimationFrame (async)
_draw @ p5.js:58892
requestAnimationFrame (async)
_draw @ p5.js:58892
requestAnimationFrame (async)
_draw @ p5.js:58892
requestAnimationFrame (async)
_draw @ p5.js:58892
requestAnimationFrame (async)
_draw @ p5.js:58892
requestAnimationFrame (async)
_draw @ p5.js:58892
requestAnimationFrame (async)
_draw @ p5.js:58892
requestAnimationFrame (async)
_draw @ p5.js:58892
requestAnimationFrame (async)
_draw @ p5.js:58892
requestAnimationFrame (async)
_draw @ p5.js:58892
requestAnimationFrame (async)
_draw @ p5.js:58892
requestAnimationFrame (async)
_draw @ p5.js:58892
requestAnimationFrame (async)
_draw @ p5.js:58892
requestAnimationFrame (async)
_draw @ p5.js:58892
