p5.js:59193 p5 had problems creating the global function "shuffle", possibly because your code is already using that name as a variable. You may want to rename your variable to something else.
build.js:55 OMNI 0.15 550 0.35 0.95 250
insert-link-icons.js:181 [Violation] Added synchronous DOM mutation listener to a 'DOMNodeInserted' event. Consider using MutationObserver to make the page more responsive.
setupListener @ insert-link-icons.js:181
main_content_script @ insert-link-icons.js:195
(anonymous) @ insert-link-icons.js:27
build.js:110 1 0 0
[Violation] 'requestAnimationFrame' handler took <N>ms
[Violation] 'requestAnimationFrame' handler took <N>ms
[Violation] 'requestAnimationFrame' handler took <N>ms
[Violation] 'requestAnimationFrame' handler took <N>ms
[Violation] 'requestAnimationFrame' handler took <N>ms
[Violation] 'requestAnimationFrame' handler took <N>ms
​ 631 53 257
​ 632 53 257
​ 633 53 256
​ 634 52 256
​ 635 52 257
​ 636 52 257
​ 637 52 257
​ 638 52 258
​ 639 52 257
​ 640 52 257
​ 641 52 257
​ 642 52 257
​ 643 52 257
​ 644 52 257
​ 645 52 257
​ 646 52 257
​ 647 52 257
​ 648 52 257
​ 649 52 257
​ 650 52 258
​ 651 52 259
​ 652 52 259
​ 653 52 259
​ 654 52 259
​ 655 52 259
​ 656 52 260
​ 657 52 260
​ 658 51 260
​ 659 51 260
​ 660 51 260
​ 661 52 258
​ 662 52 257
​ 663 52 255
​ 664 52 256
​ 665 52 255
​ 666 50 254
​ 667 49 254
​ 668 49 255
​ 669 49 255
​ 670 49 257
​ 671 48 258
​ 672 48 257
​ 673 48 257
​ 674 48 258
​ 675 48 258
​ 676 48 259
​ 677 48 259
​ 678 48 259
​ 679 48 259
​ 680 48 258
​ 681 48 259
​ 682 48 260
​ 683 48 260
​ 684 49 259
​ 685 50 259
​ 686 50 258
​ 687 52 256
​ 688 52 256
​ 689 52 256
​ 690 52 257
​ 691 52 257
​ 692 52 257
​ 693 52 256
​ 694 53 254
​ 695 53 255
​ 696 52 256
​ 697 52 256
​ 698 52 254
​ 699 53 254
​ 700 53 255
​ 701 53 255
​ 702 52 257
​ 703 52 257
build.js:110 704 52 258
build.js:110 705 52 258
build.js:110 706 52 257
build.js:110 707 51 258
build.js:110 708 52 257
build.js:110 709 52 257
build.js:110 710 52 257
build.js:110 711 53 256
build.js:110 712 54 255
build.js:110 713 54 255
build.js:110 714 52 255
build.js:110 715 51 254
build.js:110 716 49 255
build.js:110 717 48 255
build.js:110 718 48 256
build.js:110 719 47 258
build.js:110 720 48 258
build.js:110 721 48 258
build.js:110 722 47 257
build.js:110 723 48 255
build.js:110 724 48 256
build.js:110 725 48 257
build.js:110 726 48 257
build.js:110 727 48 257
build.js:110 728 48 257
build.js:110 729 48 258
build.js:110 730 48 258
build.js:110 731 46 259
build.js:110 732 46 260
build.js:110 733 46 261
build.js:110 734 46 261
build.js:110 735 46 261
build.js:110 736 46 261
build.js:110 737 46 262
build.js:110 738 46 262
build.js:110 739 46 261
build.js:110 740 47 261
build.js:110 741 46 261
build.js:110 742 46 261
build.js:110 743 46 262
build.js:110 744 46 263
build.js:110 745 46 264
build.js:110 746 46 265
build.js:110 747 46 267
build.js:110 748 46 267
build.js:110 749 45 268
build.js:110 750 44 270
build.js:110 751 44 271
build.js:110 752 44 271
build.js:110 753 44 271
build.js:110 754 44 271
build.js:110 755 44 272
build.js:110 756 43 272
build.js:110 757 43 273
build.js:110 758 43 272
build.js:110 759 43 272
build.js:110 760 40 274
build.js:110 761 40 274
build.js:110 762 39 273
build.js:110 763 39 274
build.js:110 764 39 274
build.js:110 765 40 273
build.js:110 766 40 273
build.js:110 767 40 273
build.js:110 768 40 273
build.js:110 769 40 273
build.js:110 770 40 274
build.js:110 771 40 274
build.js:110 772 40 274
build.js:110 773 40 275
build.js:110 774 40 275
build.js:110 775 40 275
build.js:110 776 40 276
build.js:110 777 39 276
build.js:110 778 39 276
build.js:110 779 39 276
